,fundo,data_pagamento,cotacao,dy,rendimento
923,BTCI11,2022-06-14,9.0,"1,42%",0.13
924,BTCI11,2022-05-13,9.14,"1,34%",0.12
925,BTCI11,2022-04-14,9.11,"1,28%",0.12
926,BTCI11,2022-03-15,8.65,"1,28%",0.11
927,BTCI11,2022-02-14,8.89,"1,19%",0.11
928,BTCI11,2022-01-14,8.93,"1,16%",0.1
929,BTCI11,2021-12-14,8.35,"1,22%",0.1
930,BTCI11,2021-11-16,8.6,"1,06%",0.09
931,BTCI11,2021-10-15,8.42,"0,99%",0.08
932,BTCI11,2021-09-15,8.99,"0,87%",0.08
933,BTCI11,2021-08-13,9.15,"0,85%",0.08
934,BTCI11,2021-07-15,9.1,"0,81%",0.07
935,BTCI11,2021-06-15,9.76,"0,82%",0.08
936,BTCI11,2021-05-14,9.45,"1,15%",0.11
937,BTCI11,2021-04-15,9.57,"1,18%",0.11
938,BTCI11,2021-03-12,9.48,"0,91%",0.09
939,BTCI11,2021-02-12,9.49,"0,88%",0.08
940,BTCI11,2021-01-15,9.47,"0,65%",0.06
941,BTCI11,2020-12-14,9.2,"0,64%",0.06
942,BTCI11,2020-11-16,9.52,"0,55%",0.05
943,BTCI11,2020-10-15,9.96,"0,50%",0.05
944,BTCI11,2020-09-15,10.43,"0,53%",0.06
945,BTCI11,2020-08-14,10.31,"0,65%",0.07
946,BTCI11,2020-07-14,10.85,"1,18%",0.13
947,BTCI11,2020-06-15,10.86,"0,82%",0.09
948,BTCI11,2020-05-15,10.35,"0,91%",0.09
949,BTCI11,2020-04-15,8.95,"1,18%",0.11
995,VRTA11,2025-03-14,77.99,"1,09%",0.85
996,VRTA11,2025-02-14,76.32,"1,11%",0.85
997,VRTA11,2025-01-15,76.57,"1,11%",0.85
998,VRTA11,2024-12-13,76.61,"1,04%",0.8
999,VRTA11,2024-11-14,79.12,"1,01%",0.8
1000,VRTA11,2024-10-15,82.69,"0,97%",0.8
1001,VRTA11,2024-09-13,83.78,"0,95%",0.8
1002,VRTA11,2024-08-15,83.33,"1,08%",0.9
1003,VRTA11,2024-07-15,81.52,"1,10%",0.9
1004,VRTA11,2024-06-14,80.16,"1,12%",0.9
1005,VRTA11,2024-05-15,81.33,"1,11%",0.9
1006,VRTA11,2024-04-15,82.6,"1,09%",0.9
1007,VRTA11,2024-03-15,80.88,"1,05%",0.85
1008,VRTA11,2024-02-15,80.3,"1,00%",0.8
1009,VRTA11,2024-01-15,81.69,"0,92%",0.75
1010,VRTA11,2023-12-15,81.38,"0,86%",0.7
1011,VRTA11,2023-11-14,81.06,"0,86%",0.7
1012,VRTA11,2023-10-13,82.05,"0,85%",0.7
1013,VRTA11,2023-09-15,84.87,"0,82%",0.7
1014,VRTA11,2023-08-15,85.37,"0,82%",0.7
1015,VRTA11,2023-07-14,84.33,"1,09%",0.92
1016,VRTA11,2023-06-15,82.05,"1,16%",0.95
1017,VRTA11,2023-05-15,77.08,"1,23%",0.95
1018,VRTA11,2023-04-14,78.43,"1,21%",0.95
1019,VRTA11,2023-03-15,82.16,"1,16%",0.95
1020,VRTA11,2023-02-15,80.1,"1,25%",1.0
1021,VRTA11,2023-01-13,81.57,"1,10%",0.9
1022,VRTA11,2022-12-15,84.89,"1,06%",0.9
1023,VRTA11,2022-11-14,88.12,"1,13%",1.0
1024,VRTA11,2022-10-14,87.67,"1,14%",1.0
1025,VRTA11,2022-09-15,86.28,"1,27%",1.1
1026,VRTA11,2022-08-15,87.63,"1,26%",1.1
1027,VRTA11,2022-07-14,89.75,"1,35%",1.21
1028,VRTA11,2022-06-15,91.72,"1,36%",1.25
1029,VRTA11,2022-05-13,94.06,"1,28%",1.2
1030,VRTA11,2022-04-14,96.07,"1,20%",1.15
1031,VRTA11,2022-03-15,100.9,"1,24%",1.25
1032,VRTA11,2022-02-15,96.35,"1,29%",1.24
1033,VRTA11,2022-01-14,96.27,"1,24%",1.19
1034,VRTA11,2021-12-15,93.49,"1,34%",1.25
1035,VRTA11,2021-11-12,99.11,"1,21%",1.2
1036,VRTA11,2021-10-15,100.04,"1,10%",1.1
1037,VRTA11,2021-09-15,99.16,"1,03%",1.02
1038,VRTA11,2021-08-13,103.7,"1,03%",1.07
1039,VRTA11,2021-07-15,100.58,"1,01%",1.02
1040,VRTA11,2021-06-15,103.17,"1,01%",1.04
1041,VRTA11,2021-05-14,106.17,"0,85%",0.9
1042,VRTA11,2021-04-15,105.53,"0,85%",0.9
1043,VRTA11,2021-03-15,105.93,"0,86%",0.91
1044,VRTA11,2021-02-12,106.3,"0,85%",0.9
1045,VRTA11,2021-01-15,107.84,"0,83%",0.9
1046,VRTA11,2020-12-15,101.13,"0,78%",0.79
1047,VRTA11,2020-11-13,95.8,"0,69%",0.66
1048,VRTA11,2020-10-15,95.67,"0,64%",0.61
1049,VRTA11,2020-09-15,96.37,"0,53%",0.51
1050,VRTA11,2020-08-14,102.81,"0,59%",0.61
1051,VRTA11,2020-07-15,100.03,"0,96%",0.96
1052,VRTA11,2020-06-15,103.07,"0,71%",0.73
1053,VRTA11,2020-05-15,103.66,"0,68%",0.71
1054,VRTA11,2020-04-15,96.74,"0,76%",0.74
1101,MFII11,2025-03-18,83.39,"1,33%",1.11
1102,MFII11,2025-02-14,78.83,"1,42%",1.12
1103,MFII11,2025-01-15,89.74,"1,31%",1.18
1104,MFII11,2024-12-13,89.8,"1,30%",1.17
1105,MFII11,2024-11-14,93.68,"1,25%",1.17
1106,MFII11,2024-10-14,93.67,"1,27%",1.19
1107,MFII11,2024-09-13,95.65,"1,23%",1.18
1108,MFII11,2024-08-14,92.48,"1,28%",1.18
1109,MFII11,2024-07-12,92.1,"1,30%",1.2
1110,MFII11,2024-06-14,93.0,"1,29%",1.2
1111,MFII11,2024-05-15,93.1,"1,30%",1.21
1112,MFII11,2024-04-12,93.71,"1,29%",1.21
1113,MFII11,2024-03-14,93.99,"1,29%",1.21
1114,MFII11,2024-02-16,94.26,"1,27%",1.2
1115,MFII11,2024-01-15,84.39,"1,28%",1.08
1116,MFII11,2023-12-14,81.69,"1,32%",1.08
1117,MFII11,2023-11-16,83.39,"1,28%",1.07
1118,MFII11,2023-10-16,84.47,"1,28%",1.08
1119,MFII11,2023-09-15,85.35,"1,25%",1.07
1120,MFII11,2023-08-14,85.62,"1,25%",1.07
1121,MFII11,2023-07-14,84.52,"1,31%",1.11
1122,MFII11,2023-06-15,84.04,"1,31%",1.1
1123,MFII11,2023-05-15,80.88,"1,36%",1.1
1124,MFII11,2023-04-17,81.96,"1,35%",1.11
1125,MFII11,2023-03-14,84.37,"1,30%",1.1
1126,MFII11,2023-02-14,86.74,"1,27%",1.1
1127,MFII11,2023-01-13,83.6,"1,34%",1.12
1128,MFII11,2022-12-14,86.29,"1,29%",1.11
1129,MFII11,2022-11-16,88.31,"1,26%",1.11
1130,MFII11,2022-10-17,86.28,"1,26%",1.09
1131,MFII11,2022-09-15,87.14,"1,26%",1.1
1132,MFII11,2022-08-12,83.97,"1,31%",1.1
1133,MFII11,2022-07-14,85.09,"1,29%",1.1
1134,MFII11,2022-06-14,87.81,"1,25%",1.1
1135,MFII11,2022-05-13,92.89,"1,19%",1.11
1136,MFII11,2022-04-14,93.73,"1,25%",1.17
1137,MFII11,2022-03-15,95.07,"1,23%",1.17
1138,MFII11,2022-02-14,97.84,"1,21%",1.18
1139,MFII11,2022-01-14,100.58,"1,24%",1.25
1140,MFII11,2021-12-14,93.54,"1,33%",1.24
1141,MFII11,2021-11-16,101.84,"1,22%",1.24
1142,MFII11,2021-10-15,103.01,"1,16%",1.19
1143,MFII11,2021-09-15,102.53,"1,16%",1.19
1144,MFII11,2021-08-13,105.52,"1,14%",1.2
1145,MFII11,2021-07-14,96.05,"0,96%",0.92
1146,MFII11,2021-06-15,102.97,"0,88%",0.91
1147,MFII11,2021-05-14,108.36,"0,84%",0.91
1148,MFII11,2021-04-15,108.1,"0,90%",0.97
1149,MFII11,2021-03-12,116.82,"0,86%",1.01
1150,MFII11,2021-02-12,119.2,"0,85%",1.01
1151,MFII11,2021-01-15,121.7,"0,85%",1.04
1152,MFII11,2020-12-14,124.22,"0,89%",1.1
1153,MFII11,2020-11-16,118.05,"0,93%",1.1
1154,MFII11,2020-10-15,115.79,"0,87%",1.01
1155,MFII11,2020-09-15,112.91,"0,87%",0.98
1156,MFII11,2020-08-14,110.09,"0,87%",0.96
1157,MFII11,2020-07-14,111.97,"0,85%",0.95
1158,MFII11,2020-06-15,110.7,"0,91%",1.01
1159,MFII11,2020-05-15,101.93,"1,01%",1.03
1160,MFII11,2020-04-15,93.0,"1,11%",1.03
1204,TVRI11,2025-03-18,86.47,"1,19%",1.03
1205,TVRI11,2025-02-14,82.44,"1,25%",1.03
1206,TVRI11,2025-01-15,84.17,"1,16%",0.98
1207,TVRI11,2024-12-13,85.96,"1,14%",0.98
1208,TVRI11,2024-11-14,90.53,"1,08%",0.98
1209,TVRI11,2024-10-14,94.48,"1,04%",0.98
1210,TVRI11,2024-09-13,96.96,"1,01%",0.98
1211,TVRI11,2024-08-14,95.46,"1,03%",0.98
1212,TVRI11,2024-07-12,95.29,"1,02%",0.97
1213,TVRI11,2024-06-14,95.52,"1,02%",0.97
1214,TVRI11,2024-05-15,94.45,"1,03%",0.97
1215,TVRI11,2024-04-12,98.17,"0,99%",0.97
1216,TVRI11,2024-03-14,95.08,"1,02%",0.97
1217,TVRI11,2024-02-16,96.17,"1,01%",0.97
1218,TVRI11,2024-01-15,89.88,"1,01%",0.91
1219,TVRI11,2023-12-14,86.66,"1,05%",0.91
1220,TVRI11,2023-11-16,85.06,"1,07%",0.91
1221,TVRI11,2023-10-16,96.75,"0,93%",0.9
1222,TVRI11,2023-09-15,97.71,"0,92%",0.9
1223,TVRI11,2023-08-14,98.67,"0,91%",0.9
1224,TVRI11,2023-07-14,98.96,"0,91%",0.9
1225,TVRI11,2023-06-15,92.76,"0,97%",0.9
1226,TVRI11,2023-05-15,87.45,"1,03%",0.9
1227,TVRI11,2023-04-17,84.72,"1,06%",0.9
1228,TVRI11,2023-03-14,83.12,"1,08%",0.9
1229,TVRI11,2023-02-14,86.8,"1,04%",0.9
1230,TVRI11,2023-01-13,85.5,"1,08%",0.92
1231,TVRI11,2022-12-14,90.1,"1,02%",0.92
1232,TVRI11,2022-11-16,93.54,"0,98%",0.92
1233,TVRI11,2022-10-17,91.9,"1,00%",0.92
1234,TVRI11,2022-09-15,89.7,"1,03%",0.92
1235,TVRI11,2022-08-12,80.25,"1,15%",0.92
1236,TVRI11,2022-07-14,80.25,"1,11%",0.89
1237,TVRI11,2022-06-14,83.75,"1,06%",0.89
1238,TVRI11,2022-05-13,85.61,"1,04%",0.89
1239,TVRI11,2022-04-14,89.21,"1,00%",0.89
1240,TVRI11,2022-03-15,90.69,"0,98%",0.89
1241,TVRI11,2022-02-14,94.1,"0,95%",0.89
1242,TVRI11,2022-01-14,94.72,"0,95%",0.9
1243,TVRI11,2021-12-14,87.5,"0,99%",0.87
1244,TVRI11,2021-11-16,89.92,"0,97%",0.87
1245,TVRI11,2021-10-15,97.76,"0,84%",0.82
1246,TVRI11,2021-09-15,115.25,"0,71%",0.82
1247,TVRI11,2021-08-13,115.39,"0,94%",1.08
1248,TVRI11,2021-07-15,115.11,"0,94%",1.08
1249,TVRI11,2021-06-15,115.4,"0,94%",1.08
1250,TVRI11,2021-05-14,116.28,"0,93%",1.08
1251,TVRI11,2021-04-15,116.1,"0,93%",1.08
1252,TVRI11,2021-03-12,113.4,"0,95%",1.08
1253,TVRI11,2021-02-12,115.0,"0,94%",1.08
1254,TVRI11,2021-01-15,123.93,"0,87%",1.08
1255,TVRI11,2020-12-14,136.5,"0,79%",1.08
1256,TVRI11,2020-11-16,138.67,"0,78%",1.08
1257,TVRI11,2020-10-15,138.5,"0,78%",1.08
1258,TVRI11,2020-09-15,139.25,"0,78%",1.08
1259,TVRI11,2020-08-14,138.71,"0,76%",1.06
1260,TVRI11,2020-07-14,164.0,"0,65%",1.06
1261,TVRI11,2020-06-15,157.6,"0,67%",1.06
1262,TVRI11,2020-05-15,152.11,"0,70%",1.06
1263,TVRI11,2020-04-15,138.72,"0,76%",1.06
1309,BTLG11,2025-03-25,95.95,"0,81%",0.78
1310,BTLG11,2025-02-25,94.02,"0,83%",0.78
1311,BTLG11,2025-01-22,93.75,"0,93%",0.87
1312,BTLG11,2024-12-23,88.54,"0,88%",0.78
1313,BTLG11,2024-11-25,94.02,"0,83%",0.78
1314,BTLG11,2024-10-25,93.22,"0,84%",0.78
1315,BTLG11,2024-09-25,96.49,"0,81%",0.78
1316,BTLG11,2024-08-23,96.83,"0,78%",0.76
1317,BTLG11,2024-07-25,96.1,"0,79%",0.76
1318,BTLG11,2024-06-25,92.19,"0,82%",0.76
1319,BTLG11,2024-05-24,94.89,"0,80%",0.76
1320,BTLG11,2024-04-25,99.25,"0,77%",0.76
1321,BTLG11,2024-03-25,97.59,"0,78%",0.76
1322,BTLG11,2024-02-23,95.87,"0,81%",0.78
1323,BTLG11,2024-01-25,96.38,"0,84%",0.81
1324,BTLG11,2023-12-22,93.98,"0,81%",0.76
1325,BTLG11,2023-11-24,93.02,"0,82%",0.76
1326,BTLG11,2023-10-25,94.03,"0,81%",0.76
1327,BTLG11,2023-09-25,97.15,"0,78%",0.76
1328,BTLG11,2023-08-25,95.83,"0,79%",0.76
1329,BTLG11,2023-07-25,96.85,"0,78%",0.76
1330,BTLG11,2023-06-23,94.72,"0,78%",0.74
1331,BTLG11,2023-05-25,91.67,"0,81%",0.74
1332,BTLG11,2023-04-25,88.47,"0,84%",0.74
1333,BTLG11,2023-03-24,89.02,"0,83%",0.74
1334,BTLG11,2023-02-24,87.53,"0,85%",0.74
1335,BTLG11,2023-01-25,91.74,"0,81%",0.74
1336,BTLG11,2022-12-23,89.14,"0,83%",0.74
1337,BTLG11,2022-11-25,94.03,"0,79%",0.74
1338,BTLG11,2022-10-25,95.64,"0,77%",0.74
1339,BTLG11,2022-09-23,96.95,"0,76%",0.74
1340,BTLG11,2022-08-25,94.79,"0,78%",0.74
1341,BTLG11,2022-07-25,91.25,"0,90%",0.82
1342,BTLG11,2022-06-24,94.74,"0,76%",0.72
1343,BTLG11,2022-05-25,96.37,"0,75%",0.72
1344,BTLG11,2022-04-25,96.61,"0,75%",0.72
1345,BTLG11,2022-03-22,96.06,"0,75%",0.72
1346,BTLG11,2022-02-25,95.32,"0,76%",0.72
1347,BTLG11,2022-01-25,98.24,"0,73%",0.72
1348,BTLG11,2021-12-23,96.59,"0,75%",0.72
1349,BTLG11,2021-11-25,95.91,"0,75%",0.72
1350,BTLG11,2021-10-25,100.49,"0,72%",0.72
1351,BTLG11,2021-09-24,98.22,"0,73%",0.72
1352,BTLG11,2021-08-13,102.77,"0,72%",0.74
1353,BTLG11,2021-07-23,106.49,"0,66%",0.7
1354,BTLG11,2021-06-25,105.26,"0,67%",0.7
1355,BTLG11,2021-05-25,105.24,"0,67%",0.7
1356,BTLG11,2021-04-23,104.39,"0,60%",0.63
1357,BTLG11,2021-03-22,106.12,"0,57%",0.6
1358,BTLG11,2021-02-25,110.11,"0,54%",0.6
1359,BTLG11,2021-01-22,102.61,"0,58%",0.6
1360,BTLG11,2020-12-11,98.71,"0,61%",0.6
1361,BTLG11,2020-11-25,105.16,"0,57%",0.6
1362,BTLG11,2020-10-23,97.58,"0,61%",0.6
1363,BTLG11,2020-09-25,98.43,"0,34%",0.33
1364,BTLG11,2020-08-25,102.26,"0,49%",0.5
1365,BTLG11,2020-07-24,97.5,"0,51%",0.5
1366,BTLG11,2020-06-25,97.74,"0,51%",0.5
1367,BTLG11,2020-05-25,86.49,"0,58%",0.5
1368,BTLG11,2020-04-24,88.79,"0,56%",0.5
1415,KNCR11,2025-03-17,101.32,"1,06%",1.07
1416,KNCR11,2025-02-13,99.88,"1,07%",1.07
1417,KNCR11,2025-01-14,99.87,"1,00%",1.0
1418,KNCR11,2024-12-12,99.78,"0,95%",0.95
1419,KNCR11,2024-11-13,99.01,"1,03%",1.02
1420,KNCR11,2024-10-11,99.73,"0,95%",0.95
1421,KNCR11,2024-09-12,97.9,"0,97%",0.95
1422,KNCR11,2024-08-13,97.41,"0,98%",0.95
1423,KNCR11,2024-07-11,96.68,"1,03%",1.0
1424,KNCR11,2024-06-13,95.29,"1,05%",1.0
1425,KNCR11,2024-05-14,95.62,"1,05%",1.0
1426,KNCR11,2024-04-11,94.17,"1,01%",0.95
1427,KNCR11,2024-03-13,94.88,"1,00%",0.95
1428,KNCR11,2024-02-15,94.5,"1,13%",1.07
1429,KNCR11,2024-01-12,95.0,"1,06%",1.01
1430,KNCR11,2023-12-13,92.7,"1,09%",1.01
1431,KNCR11,2023-11-14,93.23,"1,19%",1.11
1432,KNCR11,2023-10-13,91.87,"1,20%",1.1
1433,KNCR11,2023-09-14,90.73,"1,32%",1.2
1434,KNCR11,2023-08-11,90.07,"1,28%",1.15
1435,KNCR11,2023-07-13,88.9,"1,29%",1.15
1436,KNCR11,2023-06-14,86.72,"1,43%",1.24
1437,KNCR11,2023-05-12,88.3,"1,13%",1.0
1438,KNCR11,2023-04-14,89.19,"1,37%",1.22
1439,KNCR11,2023-03-13,90.49,"1,11%",1.0
1440,KNCR11,2023-02-13,90.28,"1,33%",1.2
1441,KNCR11,2023-01-12,89.85,"1,34%",1.2
1442,KNCR11,2022-12-13,91.24,"1,21%",1.1
1443,KNCR11,2022-11-14,92.54,"1,19%",1.1
1444,KNCR11,2022-10-07,93.24,"1,29%",1.2
1445,KNCR11,2022-09-14,93.8,"1,39%",1.3
1446,KNCR11,2022-08-11,93.28,"1,23%",1.15
1447,KNCR11,2022-07-13,92.84,"1,13%",1.05
1448,KNCR11,2022-06-13,93.31,"1,16%",1.08
1449,KNCR11,2022-05-12,92.86,"1,04%",0.97
1450,KNCR11,2022-04-13,92.26,"1,08%",1.0
1451,KNCR11,2022-03-14,91.04,"0,91%",0.83
1452,KNCR11,2022-02-11,92.72,"0,88%",0.82
1453,KNCR11,2022-01-13,92.83,"0,88%",0.82
1454,KNCR11,2021-12-13,89.89,"0,72%",0.65
1455,KNCR11,2021-11-12,88.69,"0,63%",0.56
1456,KNCR11,2021-10-14,88.55,"0,62%",0.55
1457,KNCR11,2021-09-14,86.5,"0,58%",0.5
1458,KNCR11,2021-08-12,84.82,"0,53%",0.45
1459,KNCR11,2021-07-13,81.93,"0,49%",0.4
1460,KNCR11,2021-06-14,82.87,"0,42%",0.35
1461,KNCR11,2021-05-13,86.0,"0,35%",0.3
1462,KNCR11,2021-04-14,85.16,"0,39%",0.33
1463,KNCR11,2021-03-11,81.41,"0,31%",0.25
1464,KNCR11,2021-02-11,80.88,"0,35%",0.28
1465,KNCR11,2021-01-14,79.25,"0,54%",0.43
1466,KNCR11,2020-12-11,80.77,"0,37%",0.3
1467,KNCR11,2020-11-13,83.72,"0,30%",0.25
1468,KNCR11,2020-10-14,82.17,"0,30%",0.25
1469,KNCR11,2020-09-14,81.29,"0,33%",0.27
1470,KNCR11,2020-08-13,80.15,"0,37%",0.3
1471,KNCR11,2020-07-13,84.13,"0,36%",0.3
1472,KNCR11,2020-06-12,84.42,"0,36%",0.3
1473,KNCR11,2020-05-14,87.0,"0,40%",0.35
1474,KNCR11,2020-04-14,81.91,"0,55%",0.45
1520,MXRF11,2025-03-18,9.0,"1,00%",0.09
1521,MXRF11,2025-02-14,9.03,"1,00%",0.09
1522,MXRF11,2025-01-14,9.09,"1,10%",0.1
1523,MXRF11,2024-12-13,8.99,"1,11%",0.1
1524,MXRF11,2024-11-14,9.21,"0,98%",0.09
1525,MXRF11,2024-10-14,9.4,"0,96%",0.09
1526,MXRF11,2024-09-13,9.51,"0,95%",0.09
1527,MXRF11,2024-08-14,9.47,"1,06%",0.1
1528,MXRF11,2024-07-12,9.42,"1,06%",0.1
1529,MXRF11,2024-06-14,9.49,"1,05%",0.1
1530,MXRF11,2024-05-15,9.58,"1,04%",0.1
1531,MXRF11,2024-04-12,9.65,"1,04%",0.1
1532,MXRF11,2024-03-14,9.51,"1,05%",0.1
1533,MXRF11,2024-02-16,9.88,"1,01%",0.1
1534,MXRF11,2024-01-15,9.7,"1,13%",0.11
1535,MXRF11,2023-12-14,9.84,"1,12%",0.11
1536,MXRF11,2023-11-16,9.91,"1,11%",0.11
1537,MXRF11,2023-10-16,10.16,"1,08%",0.11
1538,MXRF11,2023-09-15,10.06,"1,09%",0.11
1539,MXRF11,2023-08-14,9.85,"1,22%",0.12
1540,MXRF11,2023-07-14,10.0,"1,20%",0.12
1541,MXRF11,2023-06-15,9.84,"1,22%",0.12
1542,MXRF11,2023-05-15,9.7,"1,24%",0.12
1543,MXRF11,2023-04-17,9.53,"1,26%",0.12
1544,MXRF11,2023-03-14,9.41,"1,28%",0.12
1545,MXRF11,2023-02-14,9.33,"1,18%",0.11
1546,MXRF11,2023-01-13,9.27,"1,08%",0.1
1547,MXRF11,2022-12-14,9.37,"0,85%",0.08
1548,MXRF11,2022-11-16,9.48,"1,05%",0.1
1549,MXRF11,2022-10-07,9.48,"1,05%",0.1
1550,MXRF11,2022-09-15,9.49,"1,16%",0.11
1551,MXRF11,2022-08-12,9.02,"1,33%",0.12
1552,MXRF11,2022-07-14,8.89,"1,12%",0.1
1553,MXRF11,2022-06-14,9.09,"1,21%",0.11
1554,MXRF11,2022-05-13,9.13,"1,20%",0.11
1555,MXRF11,2022-04-14,8.51,"1,18%",0.1
1556,MXRF11,2022-03-15,8.48,"1,06%",0.09
1557,MXRF11,2022-02-14,8.57,"1,05%",0.09
1558,MXRF11,2022-01-14,9.19,"0,98%",0.09
1559,MXRF11,2021-12-14,9.16,"0,87%",0.08
1560,MXRF11,2021-11-16,9.21,"0,98%",0.09
1561,MXRF11,2021-10-15,9.3,"0,86%",0.08
1562,MXRF11,2021-09-15,9.16,"0,87%",0.08
1563,MXRF11,2021-08-13,9.41,"0,74%",0.07
1564,MXRF11,2021-07-15,9.33,"0,75%",0.07
1565,MXRF11,2021-06-15,9.7,"0,72%",0.07
1566,MXRF11,2021-05-14,9.79,"0,82%",0.08
1567,MXRF11,2021-04-15,9.55,"0,84%",0.08
1568,MXRF11,2021-03-12,9.91,"0,81%",0.08
1569,MXRF11,2021-02-12,9.75,"0,82%",0.08
1570,MXRF11,2021-01-15,9.63,"0,73%",0.07
1571,MXRF11,2020-12-14,9.71,"0,62%",0.06
1572,MXRF11,2020-11-16,9.56,"0,63%",0.06
1573,MXRF11,2020-10-15,10.01,"0,70%",0.07
1574,MXRF11,2020-09-15,9.8,"0,71%",0.07
1575,MXRF11,2020-08-14,10.04,"0,70%",0.07
1576,MXRF11,2020-07-14,10.08,"0,69%",0.07
1577,MXRF11,2020-06-15,9.93,"0,70%",0.07
1578,MXRF11,2020-05-15,9.31,"0,75%",0.07
1579,MXRF11,2020-04-14,9.34,"0,86%",0.08
1626,PORD11,2025-03-11,7.7,"1,17%",0.09
1627,PORD11,2025-02-07,7.28,"1,13%",0.08
1628,PORD11,2025-01-08,7.58,"1,17%",0.09
1629,PORD11,2024-12-06,7.57,"1,18%",0.09
1630,PORD11,2024-11-07,7.57,"1,20%",0.09
1631,PORD11,2024-10-07,8.04,"1,11%",0.09
1632,PORD11,2024-09-06,8.06,"1,10%",0.09
1633,PORD11,2024-08-07,8.28,"1,07%",0.09
1634,PORD11,2024-07-05,8.13,"1,12%",0.09
1635,PORD11,2024-06-07,8.25,"1,10%",0.09
1636,PORD11,2024-05-08,8.33,"1,13%",0.09
1637,PORD11,2024-04-05,8.29,"1,12%",0.09
1638,PORD11,2024-03-07,8.27,"1,12%",0.09
1639,PORD11,2024-02-07,8.25,"1,20%",0.1
1640,PORD11,2024-01-08,8.13,"1,24%",0.1
1641,PORD11,2023-12-07,7.89,"1,24%",0.1
1642,PORD11,2023-11-08,8.02,"1,28%",0.1
1643,PORD11,2023-10-06,8.14,"1,23%",0.1
1644,PORD11,2023-09-08,8.13,"1,27%",0.1
1645,PORD11,2023-08-07,8.17,"1,22%",0.1
1646,PORD11,2023-07-07,8.02,"1,35%",0.11
1647,PORD11,2023-06-07,7.7,"1,36%",0.11
1648,PORD11,2023-05-08,7.46,"1,34%",0.1
1649,PORD11,2023-04-10,7.55,"1,32%",0.1
1650,PORD11,2023-03-07,7.86,"1,34%",0.11
1651,PORD11,2023-02-07,8.18,"1,37%",0.11
1652,PORD11,2023-01-06,8.13,"1,12%",0.09
1653,PORD11,2022-12-07,8.15,"1,10%",0.09
1654,PORD11,2022-11-08,8.56,"1,05%",0.09
1655,PORD11,2022-10-07,8.69,"1,27%",0.11
1656,PORD11,2022-09-15,8.64,"1,33%",0.12
1657,PORD11,2022-08-05,8.81,"1,70%",0.15
1658,PORD11,2022-07-07,8.72,"1,97%",0.17
1659,PORD11,2022-06-07,8.64,"1,76%",0.15
1660,PORD11,2022-05-06,8.5,"1,66%",0.14
1661,PORD11,2022-04-07,8.5,"1,44%",0.12
1662,PORD11,2022-03-08,8.45,"1,30%",0.11
1663,PORD11,2022-02-07,8.48,"1,38%",0.12
1664,PORD11,2022-01-07,8.59,"1,26%",0.11
1665,PORD11,2021-12-07,8.17,"1,36%",0.11
1666,PORD11,2021-11-08,8.43,"1,10%",0.09
1667,PORD11,2021-10-07,8.56,"1,06%",0.09
1668,PORD11,2021-09-08,8.55,"0,97%",0.08
1669,PORD11,2021-08-06,8.9,"1,01%",0.09
1670,PORD11,2021-07-07,9.19,"1,13%",0.1
1671,PORD11,2021-06-08,9.23,"1,08%",0.1
1672,PORD11,2021-05-07,9.28,"0,97%",0.09
1673,PORD11,2021-04-08,9.37,"0,92%",0.09
1674,PORD11,2021-03-05,9.28,"0,91%",0.08
1675,PORD11,2021-02-05,9.28,"0,87%",0.08
1676,PORD11,2021-01-08,9.36,"1,10%",0.1
1677,PORD11,2020-12-07,9.23,"0,88%",0.08
1678,PORD11,2020-11-09,8.94,"0,89%",0.08
1679,PORD11,2020-10-07,8.93,"0,92%",0.08
1680,PORD11,2020-09-08,8.98,"0,73%",0.07
1681,PORD11,2020-08-07,8.86,"0,82%",0.07
1682,PORD11,2020-07-07,8.27,"1,21%",0.1
1683,PORD11,2020-06-05,8.53,"0,59%",0.05
1684,PORD11,2020-05-08,8.74,"0,51%",0.04
1685,PORD11,2020-04-07,8.24,"0,62%",0.05
1696,RBVA11,2025-03-14,77.3,"1,16%",0.9
1697,RBVA11,2025-02-14,78.22,"1,15%",0.9
1698,RBVA11,2025-01-15,86.11,"1,05%",0.9
1699,RBVA11,2024-12-13,90.99,"0,99%",0.9
1700,RBVA11,2024-11-14,95.28,"1,05%",1.0
1701,RBVA11,2024-10-15,96.72,"1,03%",1.0
1702,RBVA11,2024-09-13,101.56,"0,98%",1.0
1703,RBVA11,2024-08-15,99.09,"1,01%",1.0
1704,RBVA11,2024-07-15,100.6,"0,99%",1.0
1705,RBVA11,2024-06-14,102.12,"0,98%",1.0
1706,RBVA11,2024-05-15,103.55,"0,97%",1.0
1707,RBVA11,2024-04-15,104.53,"0,96%",1.0
1708,RBVA11,2024-03-15,104.5,"0,96%",1.0
1709,RBVA11,2024-02-15,104.08,"0,96%",1.0
1710,RBVA11,2024-01-15,104.82,"0,95%",1.0
1711,RBVA11,2023-12-15,99.13,"1,01%",1.0
1712,RBVA11,2023-11-14,102.19,"0,98%",1.0
1713,RBVA11,2023-10-13,104.81,"0,95%",1.0
1714,RBVA11,2023-09-15,103.19,"0,97%",1.0
1715,RBVA11,2023-08-15,101.54,"0,98%",1.0
1716,RBVA11,2023-07-14,98.38,"1,02%",1.0
1717,RBVA11,2023-06-15,91.28,"1,04%",0.95
1718,RBVA11,2023-05-15,87.03,"1,09%",0.95
